"i","pi","accuracy"
286206.896551724,3.13169253012048,-0.315130717472178
317241.379310345,3.14313347826087,0.0490459725679626
348275.862068966,3.13832831683168,-0.103907066193953
379310.344827586,3.14367381818182,0.0662455264417217
410344.827586207,3.14195260504202,0.0114576105789022
441379.310344828,3.1354528125,-0.19543721184786
472413.793103448,3.14060262773723,-0.031513501644953
503448.275862069,3.14580082191781,0.133950158153273
534482.75862069,3.14120516129032,-0.0123342629741563
565517.24137931,3.14052317073171,-0.0340426966832896
596551.724137931,3.14560485549133,0.127712353062437
627586.206896552,3.14110791208791,-0.0154298012292164
658620.689655172,3.14385507853403,0.0720152226499904
689655.172413793,3.1431418,0.0493108617515059
720689.655172414,3.13853263157895,-0.0974035257992223
751724.137931034,3.14121614678899,-0.0119845836910715
782758.620689655,3.14234801762115,0.0240439838846918
813793.103448276,3.14084254237288,-0.0238767816080343
844827.586206896,3.14128946938776,-0.00965065288434097
875862.068965517,3.14092377952756,-0.0212909226620983
906896.551724138,3.14188866920152,0.00942246956776582
937931.034482759,3.14368529411765,0.0666108168244861
968965.517241379,3.14154419928826,-0.00154234832072664
1e+06,3.141872,0.00889187240389333
